label,folder_rel,file_name,rel_path,width,height,mode,aspect_ratio,area,outlier_reason
inaction,inaction/tr_21312312,im000147_00-25-43.jpg,inaction/tr_21312312/im000147_00-25-43.jpg,58,121,RGB,0.4793388429752066,7018,small_width
inaction,inaction/tr_21312312,im000148_00-25-43.jpg,inaction/tr_21312312/im000148_00-25-43.jpg,58,121,RGB,0.4793388429752066,7018,small_width
inaction,inaction/tr_21312312,im000149_00-25-43.jpg,inaction/tr_21312312/im000149_00-25-43.jpg,58,122,RGB,0.47540983606557374,7076,small_width
inaction,inaction/tr_21312312,im000150_00-25-43.jpg,inaction/tr_21312312/im000150_00-25-43.jpg,57,122,RGB,0.4672131147540984,6954,small_width
inaction,inaction/tr_21312312,im000151_00-25-43.jpg,inaction/tr_21312312/im000151_00-25-43.jpg,62,124,RGB,0.5,7688,small_width
inaction,inaction/tr_21312312,im000152_00-25-43.jpg,inaction/tr_21312312/im000152_00-25-43.jpg,62,122,RGB,0.5081967213114754,7564,small_width
inaction,inaction/tr_21312312,im000153_00-25-43.jpg,inaction/tr_21312312/im000153_00-25-43.jpg,61,124,RGB,0.49193548387096775,7564,small_width
inaction,inaction/tr_21312312,im000154_00-25-43.jpg,inaction/tr_21312312/im000154_00-25-43.jpg,62,123,RGB,0.5040650406504065,7626,small_width
inaction,inaction/tr_21312312,im000155_00-25-43.jpg,inaction/tr_21312312/im000155_00-25-43.jpg,57,122,RGB,0.4672131147540984,6954,small_width
inaction,inaction/tr_21312312,im000156_00-25-43.jpg,inaction/tr_21312312/im000156_00-25-43.jpg,58,122,RGB,0.47540983606557374,7076,small_width
inaction,inaction/tr_21312312,im000157_00-25-43.jpg,inaction/tr_21312312/im000157_00-25-43.jpg,58,121,RGB,0.4793388429752066,7018,small_width
inaction,inaction/tr_21312312,im000158_00-25-43.jpg,inaction/tr_21312312/im000158_00-25-43.jpg,57,121,RGB,0.47107438016528924,6897,small_width
inaction,inaction/tr_21312312,im000159_00-25-44.jpg,inaction/tr_21312312/im000159_00-25-44.jpg,60,123,RGB,0.4878048780487805,7380,small_width
inaction,inaction/tr_21312312,im000160_00-25-44.jpg,inaction/tr_21312312/im000160_00-25-44.jpg,60,123,RGB,0.4878048780487805,7380,small_width
inaction,inaction/tr_21312312,im000161_00-25-44.jpg,inaction/tr_21312312/im000161_00-25-44.jpg,58,122,RGB,0.47540983606557374,7076,small_width
inaction,inaction/tr_21312312,im000162_00-25-44.jpg,inaction/tr_21312312/im000162_00-25-44.jpg,58,122,RGB,0.47540983606557374,7076,small_width
inaction,inaction/tr_21312312,im000163_00-25-44.jpg,inaction/tr_21312312/im000163_00-25-44.jpg,55,121,RGB,0.45454545454545453,6655,small_width
inaction,inaction/tr_21312312,im000164_00-25-44.jpg,inaction/tr_21312312/im000164_00-25-44.jpg,57,121,RGB,0.47107438016528924,6897,small_width
inaction,inaction/tr_21312312,im000165_00-25-44.jpg,inaction/tr_21312312/im000165_00-25-44.jpg,56,121,RGB,0.4628099173553719,6776,small_width
inaction,inaction/tr_21312312,im000166_00-25-44.jpg,inaction/tr_21312312/im000166_00-25-44.jpg,56,121,RGB,0.4628099173553719,6776,small_width
inaction,inaction/tr_21312312,im000167_00-25-44.jpg,inaction/tr_21312312/im000167_00-25-44.jpg,58,122,RGB,0.47540983606557374,7076,small_width
inaction,inaction/tr_21312312,im000168_00-25-44.jpg,inaction/tr_21312312/im000168_00-25-44.jpg,59,121,RGB,0.48760330578512395,7139,small_width
inaction,inaction/tr_21312312,im000169_00-25-44.jpg,inaction/tr_21312312/im000169_00-25-44.jpg,59,121,RGB,0.48760330578512395,7139,small_width
inaction,inaction/tr_21312312,im000170_00-25-44.jpg,inaction/tr_21312312/im000170_00-25-44.jpg,58,122,RGB,0.47540983606557374,7076,small_width
inaction,inaction/tr_21312312,im000171_00-25-45.jpg,inaction/tr_21312312/im000171_00-25-45.jpg,57,122,RGB,0.4672131147540984,6954,small_width
inaction,inaction/tr_21312312,im000172_00-25-45.jpg,inaction/tr_21312312/im000172_00-25-45.jpg,56,122,RGB,0.45901639344262296,6832,small_width
inaction,inaction/tr_21312312,im000173_00-25-45.jpg,inaction/tr_21312312/im000173_00-25-45.jpg,57,122,RGB,0.4672131147540984,6954,small_width
inaction,inaction/tr_21312312,im000174_00-25-45.jpg,inaction/tr_21312312/im000174_00-25-45.jpg,58,122,RGB,0.47540983606557374,7076,small_width
inaction,inaction/tr_21312312,im000175_00-25-45.jpg,inaction/tr_21312312/im000175_00-25-45.jpg,57,122,RGB,0.4672131147540984,6954,small_width
inaction,inaction/tr_21312312,im000176_00-25-45.jpg,inaction/tr_21312312/im000176_00-25-45.jpg,62,121,RGB,0.512396694214876,7502,small_width
inaction,inaction/tr_21312312,im000177_00-25-45.jpg,inaction/tr_21312312/im000177_00-25-45.jpg,62,122,RGB,0.5081967213114754,7564,small_width
inaction,inaction/tr_21312312,im000178_00-25-45.jpg,inaction/tr_21312312/im000178_00-25-45.jpg,62,120,RGB,0.5166666666666667,7440,small_width
inaction,inaction/tr_21312312,im000179_00-25-45.jpg,inaction/tr_21312312/im000179_00-25-45.jpg,60,122,RGB,0.4918032786885246,7320,small_width
inaction,inaction/tr_21312312,im000180_00-25-45.jpg,inaction/tr_21312312/im000180_00-25-45.jpg,55,122,RGB,0.45081967213114754,6710,small_width
inaction,inaction/tr_21312312,im000181_00-25-45.jpg,inaction/tr_21312312/im000181_00-25-45.jpg,53,122,RGB,0.4344262295081967,6466,small_width
inaction,inaction/tr_21312312,im000182_00-25-45.jpg,inaction/tr_21312312/im000182_00-25-45.jpg,52,121,RGB,0.4297520661157025,6292,small_width
inaction,inaction/tr_21312312,im000183_00-25-46.jpg,inaction/tr_21312312/im000183_00-25-46.jpg,55,117,RGB,0.4700854700854701,6435,small_width
inaction,inaction/tr_21312312,im000184_00-25-46.jpg,inaction/tr_21312312/im000184_00-25-46.jpg,54,119,RGB,0.453781512605042,6426,small_width
inaction,inaction/tr_21312312,im000185_00-25-46.jpg,inaction/tr_21312312/im000185_00-25-46.jpg,53,119,RGB,0.44537815126050423,6307,small_width
inaction,inaction/tr_21312312,im000186_00-25-46.jpg,inaction/tr_21312312/im000186_00-25-46.jpg,54,118,RGB,0.4576271186440678,6372,small_width
inaction,inaction/tr_21312312,im000187_00-25-46.jpg,inaction/tr_21312312/im000187_00-25-46.jpg,52,121,RGB,0.4297520661157025,6292,small_width
inaction,inaction/tr_21312312,im000188_00-25-46.jpg,inaction/tr_21312312/im000188_00-25-46.jpg,50,120,RGB,0.4166666666666667,6000,small_width
inaction,inaction/tr_21312312,im000189_00-25-46.jpg,inaction/tr_21312312/im000189_00-25-46.jpg,50,120,RGB,0.4166666666666667,6000,small_width
inaction,inaction/tr_21312312,im000190_00-25-46.jpg,inaction/tr_21312312/im000190_00-25-46.jpg,50,120,RGB,0.4166666666666667,6000,small_width
inaction,inaction/tr_21312312,im000191_00-25-47.jpg,inaction/tr_21312312/im000191_00-25-47.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000192_00-25-47.jpg,inaction/tr_21312312/im000192_00-25-47.jpg,48,121,RGB,0.39669421487603307,5808,small_width
inaction,inaction/tr_21312312,im000193_00-25-47.jpg,inaction/tr_21312312/im000193_00-25-47.jpg,48,120,RGB,0.4,5760,small_width
inaction,inaction/tr_21312312,im000194_00-25-47.jpg,inaction/tr_21312312/im000194_00-25-47.jpg,47,121,RGB,0.3884297520661157,5687,small_width
inaction,inaction/tr_21312312,im000195_00-25-47.jpg,inaction/tr_21312312/im000195_00-25-47.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000196_00-25-47.jpg,inaction/tr_21312312/im000196_00-25-47.jpg,47,121,RGB,0.3884297520661157,5687,small_width
inaction,inaction/tr_21312312,im000197_00-25-47.jpg,inaction/tr_21312312/im000197_00-25-47.jpg,47,119,RGB,0.3949579831932773,5593,small_width
inaction,inaction/tr_21312312,im000198_00-25-47.jpg,inaction/tr_21312312/im000198_00-25-47.jpg,47,119,RGB,0.3949579831932773,5593,small_width
inaction,inaction/tr_21312312,im000199_00-25-47.jpg,inaction/tr_21312312/im000199_00-25-47.jpg,48,119,RGB,0.40336134453781514,5712,small_width
inaction,inaction/tr_21312312,im000200_00-25-47.jpg,inaction/tr_21312312/im000200_00-25-47.jpg,49,119,RGB,0.4117647058823529,5831,small_width
inaction,inaction/tr_21312312,im000201_00-25-47.jpg,inaction/tr_21312312/im000201_00-25-47.jpg,49,119,RGB,0.4117647058823529,5831,small_width
inaction,inaction/tr_21312312,im000202_00-25-47.jpg,inaction/tr_21312312/im000202_00-25-47.jpg,48,119,RGB,0.40336134453781514,5712,small_width
inaction,inaction/tr_21312312,im000203_00-25-48.jpg,inaction/tr_21312312/im000203_00-25-48.jpg,48,119,RGB,0.40336134453781514,5712,small_width
inaction,inaction/tr_21312312,im000204_00-25-48.jpg,inaction/tr_21312312/im000204_00-25-48.jpg,48,120,RGB,0.4,5760,small_width
inaction,inaction/tr_21312312,im000205_00-25-48.jpg,inaction/tr_21312312/im000205_00-25-48.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000206_00-25-48.jpg,inaction/tr_21312312/im000206_00-25-48.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000207_00-25-48.jpg,inaction/tr_21312312/im000207_00-25-48.jpg,47,119,RGB,0.3949579831932773,5593,small_width
inaction,inaction/tr_21312312,im000208_00-25-48.jpg,inaction/tr_21312312/im000208_00-25-48.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000209_00-25-48.jpg,inaction/tr_21312312/im000209_00-25-48.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000210_00-25-48.jpg,inaction/tr_21312312/im000210_00-25-48.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000211_00-25-48.jpg,inaction/tr_21312312/im000211_00-25-48.jpg,48,120,RGB,0.4,5760,small_width
inaction,inaction/tr_21312312,im000212_00-25-48.jpg,inaction/tr_21312312/im000212_00-25-48.jpg,48,120,RGB,0.4,5760,small_width
inaction,inaction/tr_21312312,im000213_00-25-48.jpg,inaction/tr_21312312/im000213_00-25-48.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000214_00-25-48.jpg,inaction/tr_21312312/im000214_00-25-48.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000215_00-25-49.jpg,inaction/tr_21312312/im000215_00-25-49.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000216_00-25-49.jpg,inaction/tr_21312312/im000216_00-25-49.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000217_00-25-49.jpg,inaction/tr_21312312/im000217_00-25-49.jpg,48,120,RGB,0.4,5760,small_width
inaction,inaction/tr_21312312,im000218_00-25-49.jpg,inaction/tr_21312312/im000218_00-25-49.jpg,48,120,RGB,0.4,5760,small_width
inaction,inaction/tr_21312312,im000219_00-25-49.jpg,inaction/tr_21312312/im000219_00-25-49.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000220_00-25-49.jpg,inaction/tr_21312312/im000220_00-25-49.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000221_00-25-49.jpg,inaction/tr_21312312/im000221_00-25-49.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000222_00-25-49.jpg,inaction/tr_21312312/im000222_00-25-49.jpg,47,120,RGB,0.39166666666666666,5640,small_width
inaction,inaction/tr_21312312,im000223_00-25-49.jpg,inaction/tr_21312312/im000223_00-25-49.jpg,49,119,RGB,0.4117647058823529,5831,small_width
inaction,inaction/tr_21312312,im000224_00-25-49.jpg,inaction/tr_21312312/im000224_00-25-49.jpg,48,119,RGB,0.40336134453781514,5712,small_width
inaction,inaction/tr_21312312,im000225_00-25-49.jpg,inaction/tr_21312312/im000225_00-25-49.jpg,48,119,RGB,0.40336134453781514,5712,small_width
inaction,inaction/tr_21312312,im000226_00-25-49.jpg,inaction/tr_21312312/im000226_00-25-49.jpg,48,119,RGB,0.40336134453781514,5712,small_width
inaction,inaction/tr_21312312,im000227_00-25-50.jpg,inaction/tr_21312312/im000227_00-25-50.jpg,56,123,RGB,0.45528455284552843,6888,small_width
inaction,inaction/tr_21312312,im000228_00-25-50.jpg,inaction/tr_21312312/im000228_00-25-50.jpg,55,124,RGB,0.4435483870967742,6820,small_width
inaction,inaction/tr_21312312,im000229_00-25-50.jpg,inaction/tr_21312312/im000229_00-25-50.jpg,55,125,RGB,0.44,6875,small_width
inaction,inaction/tr_21312312,im000230_00-25-50.jpg,inaction/tr_21312312/im000230_00-25-50.jpg,56,125,RGB,0.448,7000,small_width
inaction,inaction/tr_21312312,im000231_00-25-50.jpg,inaction/tr_21312312/im000231_00-25-50.jpg,54,125,RGB,0.432,6750,small_width
inaction,inaction/tr_21312312,im000232_00-25-50.jpg,inaction/tr_21312312/im000232_00-25-50.jpg,54,125,RGB,0.432,6750,small_width
inaction,inaction/tr_21312312,im000233_00-25-50.jpg,inaction/tr_21312312/im000233_00-25-50.jpg,54,125,RGB,0.432,6750,small_width
inaction,inaction/tr_21312312,im000234_00-25-50.jpg,inaction/tr_21312312/im000234_00-25-50.jpg,54,125,RGB,0.432,6750,small_width
inaction,inaction/tr_21312312,im000235_00-25-50.jpg,inaction/tr_21312312/im000235_00-25-50.jpg,57,123,RGB,0.4634146341463415,7011,small_width
inaction,inaction/tr_21312312,im000236_00-25-50.jpg,inaction/tr_21312312/im000236_00-25-50.jpg,56,123,RGB,0.45528455284552843,6888,small_width
inaction,inaction/tr_21312312,im000237_00-25-50.jpg,inaction/tr_21312312/im000237_00-25-50.jpg,56,123,RGB,0.45528455284552843,6888,small_width
inaction,inaction/tr_21312312,im000238_00-25-50.jpg,inaction/tr_21312312/im000238_00-25-50.jpg,55,124,RGB,0.4435483870967742,6820,small_width
inaction,inaction/tr_21312312,im000239_00-25-51.jpg,inaction/tr_21312312/im000239_00-25-51.jpg,54,124,RGB,0.43548387096774194,6696,small_width
inaction,inaction/tr_21312312,im000240_00-25-51.jpg,inaction/tr_21312312/im000240_00-25-51.jpg,56,124,RGB,0.45161290322580644,6944,small_width
inaction,inaction/tr_21312312,im000241_00-25-51.jpg,inaction/tr_21312312/im000241_00-25-51.jpg,54,123,RGB,0.43902439024390244,6642,small_width
inaction,inaction/tr_21312312,im000242_00-25-51.jpg,inaction/tr_21312312/im000242_00-25-51.jpg,53,123,RGB,0.43089430894308944,6519,small_width
inaction,inaction/tr_21312312,im000243_00-25-51.jpg,inaction/tr_21312312/im000243_00-25-51.jpg,53,124,RGB,0.4274193548387097,6572,small_width
inaction,inaction/tr_21312312,im000244_00-25-51.jpg,inaction/tr_21312312/im000244_00-25-51.jpg,53,124,RGB,0.4274193548387097,6572,small_width
inaction,inaction/tr_21312312,im000245_00-25-51.jpg,inaction/tr_21312312/im000245_00-25-51.jpg,51,124,RGB,0.4112903225806452,6324,small_width
inaction,inaction/tr_21312312,im000246_00-25-51.jpg,inaction/tr_21312312/im000246_00-25-51.jpg,53,125,RGB,0.424,6625,small_width
inaction,inaction/tr_21312312,im000247_00-25-51.jpg,inaction/tr_21312312/im000247_00-25-51.jpg,53,124,RGB,0.4274193548387097,6572,small_width
inaction,inaction/tr_21312312,im000248_00-25-51.jpg,inaction/tr_21312312/im000248_00-25-51.jpg,54,123,RGB,0.43902439024390244,6642,small_width
inaction,inaction/tr_21312312,im000249_00-25-51.jpg,inaction/tr_21312312/im000249_00-25-51.jpg,54,124,RGB,0.43548387096774194,6696,small_width
inaction,inaction/tr_21312312,im000250_00-25-51.jpg,inaction/tr_21312312/im000250_00-25-51.jpg,53,124,RGB,0.4274193548387097,6572,small_width
inaction,inaction/tr_21312312,im000251_00-25-52.jpg,inaction/tr_21312312/im000251_00-25-52.jpg,53,125,RGB,0.424,6625,small_width
inaction,inaction/tr_21312312,im000252_00-25-52.jpg,inaction/tr_21312312/im000252_00-25-52.jpg,53,124,RGB,0.4274193548387097,6572,small_width
inaction,inaction/tr_21312312,im000253_00-25-52.jpg,inaction/tr_21312312/im000253_00-25-52.jpg,53,125,RGB,0.424,6625,small_width
inaction,inaction/tr_21312312,im000254_00-25-52.jpg,inaction/tr_21312312/im000254_00-25-52.jpg,54,125,RGB,0.432,6750,small_width
inaction,inaction/tr_21312312,im000255_00-25-52.jpg,inaction/tr_21312312/im000255_00-25-52.jpg,55,125,RGB,0.44,6875,small_width
inaction,inaction/tr_21312312,im000256_00-25-52.jpg,inaction/tr_21312312/im000256_00-25-52.jpg,56,124,RGB,0.45161290322580644,6944,small_width
inaction,inaction/tr_21312312,im000257_00-25-52.jpg,inaction/tr_21312312/im000257_00-25-52.jpg,57,126,RGB,0.4523809523809524,7182,small_width
