label,folder_rel,frame_count,dominant_time_token,time_token_count,has_filename_time,unique_time_tokens,folder_mtime
move,move/track_00027,23,06-35-40,15,True,2,1779731376.0
move,move/track_000275,12,00-17-14,9,True,2,1779731376.0
move,move/track_000280,14,00-16-03,9,True,2,1779731376.0
move,move/track_000284,63,00-17-51,12,True,6,1779731376.0
move,move/track_000288,36,00-16-27,12,True,3,1779731376.0
move,move/track_000289,20,00-16-28,12,True,3,1779731376.0
move,move/track_00028mv12321321,70,05-34-35,30,True,4,1779731376.0
move,move/track_000292,38,00-16-37,12,True,4,1779731376.0
move,move/track_000294,41,00-16-43,12,True,5,1779731376.0
move,move/track_000325,45,00-20-03,12,True,5,1779731376.0
move,move/track_00033213213,16,06-30-17,10,True,2,1779731376.0
move,move/track_000347,23,00-21-09,10,True,3,1779731376.0
move,move/track_00036,51,09-30-00,30,True,2,1779731376.0
move,move/track_000374124214,48,06-32-57,30,True,3,1779731376.0
move,move/track_000382we,69,05-30-16,27,True,4,1779731376.0
move,move/track_000386,54,00-21-42,12,True,5,1779731376.0
move,move/track_000407,183,00-25-31,12,True,18,1779731376.0
move,move/track_000431,40,00-27-17,12,True,4,1779731376.0
move,move/track_000467,46,00-16-58,12,True,5,1780323520.0
move,move/track_000472,32,00-30-47,12,True,4,1779731376.0
move,move/track_000489,25,00-32-12,12,True,4,1779731376.0
move,move/track_000502,42,00-32-53,12,True,5,1779731378.0
move,move/track_000504,21,00-33-00,12,True,3,1779731378.0
move,move/track_000582,46,00-37-03,12,True,4,1779731378.0
move,move/track_000585,73,00-37-07,12,True,7,1779731378.0
move,move/track_000594,44,00-42-43,12,True,6,1779731378.0
move,move/track_000597,38,00-42-52,12,True,4,1779731378.0
move,move/track_00060,109,08-30-07,30,True,5,1779731378.0
move,move/track_000634,11,00-40-26,10,True,2,1779731378.0
move,move/track_000656,53,00-51-23,12,True,5,1779731378.0
move,move/track_000659,15,00-28-44,8,True,2,1779731378.0
move,move/track_000699,9,00-22-48,7,True,2,1779731378.0
move,move/track_00071,34,09-33-35,25,True,2,1779731378.0
move,move/track_000710,21,00-55-40,11,True,2,1779731378.0
move,move/track_000724,42,00-56-48,12,True,5,1779731378.0
move,move/track_000730,40,00-56-51,12,True,5,1779731378.0
move,move/track_000745,76,00-57-53,12,True,7,1779731378.0
move,move/track_000993,76,00-34-56,12,True,7,1780323540.0
move,move/track_001051,11,00-26-51,7,True,2,1779731378.0
move,move/track_001107,9,00-38-56,5,True,2,1780323540.0
move,move/track_001128,55,00-40-02,12,True,5,1780323540.0
move,move/track_001290,66,00-44-36,12,True,6,1780323540.0
move,move/track_001302,35,00-45-21,12,True,4,1779731378.0
move,move/track_001488,26,00-51-31,12,True,4,1779731378.0
move,move/track_002239,37,01-14-59,12,True,4,1780323542.0
move,move/track_002315,21,01-17-05,12,True,3,1780323542.0
move,move/track_002421,25,00-28-44,12,True,3,1779731378.0
work,work/(1),128,,0,False,0,1780321364.0
work,work/(10),16,,0,False,0,1780321364.0
work,work/(11),32,,0,False,0,1780330268.0
work,work/(12),80,,0,False,0,1780321364.0
work,work/(13),48,,0,False,0,1780330268.0
work,work/(14),24,,0,False,0,1780330450.0
work,work/(15),104,,0,False,0,1780321364.0
work,work/(16),104,,0,False,0,1780321364.0
work,work/(17),136,,0,False,0,1780321364.0
work,work/(18),136,,0,False,0,1780321364.0
work,work/(19),80,,0,False,0,1780321366.0
work,work/(2),16,,0,False,0,1780321366.0
work,work/(20),16,,0,False,0,1780321366.0
work,work/(21),136,,0,False,0,1780321366.0
work,work/(22),16,,0,False,0,1780321366.0
work,work/(24),160,,0,False,0,1780321366.0
work,work/(25),64,,0,False,0,1780329482.0
work,work/(27),16,,0,False,0,1780321366.0
work,work/(28),48,,0,False,0,1780321366.0
work,work/(29),24,,0,False,0,1780321366.0
work,work/(3),40,,0,False,0,1780321366.0
work,work/(30),16,,0,False,0,1780321366.0
work,work/(31),16,,0,False,0,1780321366.0
work,work/(32),16,,0,False,0,1780321366.0
work,work/(33),24,,0,False,0,1780329154.0
work,work/(34),16,,0,False,0,1780321366.0
work,work/(35),40,,0,False,0,1780321566.0
work,work/(4),72,,0,False,0,1780321366.0
work,work/(5),19,,0,False,0,1780328888.0
work,work/(6),64,,0,False,0,1780321366.0
work,work/(7),48,,0,False,0,1780321366.0
work,work/(9),64,,0,False,0,1780321366.0
work,work/1032,8,,0,False,0,1779731418.0
work,work/129,8,,0,False,0,1779731418.0
work,work/133_1,8,,0,False,0,1779731420.0
work,work/134,8,,0,False,0,1780246804.0
work,work/135,8,,0,False,0,1779731418.0
work,work/163,8,,0,False,0,1780249852.0
work,work/19_1,8,,0,False,0,1779731418.0
work,work/1_1,8,,0,False,0,1779731420.0
work,work/22,8,,0,False,0,1779731418.0
work,work/258,8,,0,False,0,1779731418.0
work,work/25_1,8,,0,False,0,1779731418.0
work,work/29,8,,0,False,0,1779731418.0
work,work/30_1,8,,0,False,0,1779731418.0
work,work/33_1,8,,0,False,0,1779731418.0
work,work/34_1,8,,0,False,0,1779731418.0
work,work/35_1,8,,0,False,0,1779731418.0
work,work/44_1,8,,0,False,0,1779731418.0
work,work/45_1,8,,0,False,0,1779731418.0
work,work/51,8,,0,False,0,1779731418.0
work,work/57_1,8,,0,False,0,1779731418.0
work,work/753,8,,0,False,0,1779731418.0
work,work/tr_kassa,507,10-31-15,30,True,23,1780330674.0
work,work/tr_wr_00001,110,00-35-05,21,True,12,1780250088.0
work,work/tr_wr_2321321,225,02-31-13,30,True,11,1779731402.0
work,work/tr_wr_b_2132134,38,05-30-08,19,True,3,1779731402.0
work,work/tr_wrk_412412,145,01-31-37,30,True,10,1779731402.0
work,work/track_000003,51,00-00-01,12,True,6,1779731382.0
work,work/track_000004,17,00-00-06,10,True,2,1779731382.0
work,work/track_000005,49,00-00-09,12,True,5,1779731382.0
work,work/track_00001,14,00-30-15,10,True,3,1779731382.0
work,work/track_000013,18,00-01-35,12,True,3,1779731382.0
work,work/track_000037,13,00-01-25,10,True,2,1779731382.0
work,work/track_000051,12,00-01-34,7,True,3,1779731384.0
work,work/track_00015,17,05-31-44,12,True,2,1780246118.0
work,work/track_00016,34,01-34-12,20,True,2,1779731384.0
work,work/track_000167,21,00-09-37,12,True,2,1779731384.0
work,work/track_000169,35,00-09-39,12,True,5,1779731384.0
work,work/track_0001712312s,30,03-34-07,26,True,2,1779731384.0
work,work/track_000173,120,00-03-57,12,True,9,1780247104.0
work,work/track_000174,26,00-06-19,12,True,3,1779731384.0
work,work/track_00017wr_21321321,203,03-32-23,30,True,9,1779731384.0
work,work/track_00018124214214,133,03-34-43,30,True,7,1779731384.0
work,work/track_000185,16,00-02-39,8,True,3,1779731384.0
work,work/track_00020,214,02-31-04,24,True,22,1779731384.0
work,work/track_000203,13,00-11-10,7,True,2,1779731384.0
work,work/track_00020asdas,140,03-34-35,30,True,7,1779731384.0
work,work/track_00021,111,06-33-26,27,True,7,1779731384.0
work,work/track_00023,300,03-30-00,30,True,11,1779731386.0
work,work/track_000242,77,00-13-58,12,True,9,1779731386.0
work,work/track_000248,113,00-14-50,12,True,11,1779731386.0
work,work/track_000249,985,00-14-51,12,True,84,1779731386.0
work,work/track_00025,298,03-34-40,30,True,33,1779731388.0
work,work/track_000254,48,00-15-10,12,True,5,1779731388.0
work,work/track_00026,46,06-35-37,30,True,3,1779731388.0
work,work/track_000267,62,00-23-38,12,True,7,1779731388.0
work,work/track_000274124141412,44,04-31-58,30,True,2,1779731388.0
work,work/track_000279,201,00-16-03,12,True,18,1779731388.0
work,work/track_00028,48,07-32-41,21,True,4,1779731388.0
work,work/track_00029,25,07-33-12,13,True,2,1779731388.0
work,work/track_000295,58,00-16-59,12,True,6,1779731388.0
work,work/track_000298,156,00-18-29,12,True,14,1779731388.0
work,work/track_000303,9,00-28-34,5,True,2,1779731388.0
work,work/track_000304124124214,132,05-32-45,30,True,5,1779731388.0
work,work/track_000309,100,00-29-02,12,True,9,1779731388.0
work,work/track_000314,20,00-19-23,12,True,3,1779731388.0
work,work/track_000328,54,00-18-16,12,True,5,1779731388.0
work,work/track_00034,27,08-33-47,22,True,3,1779731388.0
work,work/track_000349,11,00-19-42,9,True,2,1779731388.0
work,work/track_000354,19,00-31-53,12,True,3,1779731388.0
work,work/track_000363,10,00-32-46,7,True,2,1779731390.0
work,work/track_000365,41,00-22-07,12,True,5,1779731390.0
work,work/track_000372,8,00-23-12,5,True,2,1779731390.0
work,work/track_000378,23,00-20-54,12,True,2,1779731390.0
work,work/track_000384,16,00-23-56,10,True,3,1779731390.0
work,work/track_000385,53,00-24-00,12,True,8,1779731390.0
work,work/track_00039,73,09-31-53,28,True,4,1779731390.0
work,work/track_000401,47,00-14-34,12,True,5,1780328802.0
work,work/track_000412,279,00-23-56,12,True,25,1779731390.0
work,work/track_0004132123,45,07-30-39,23,True,3,1780328334.0
work,work/track_000434,32,00-27-43,12,True,4,1779731390.0
work,work/track_000443,173,00-27-57,12,True,15,1779731390.0
work,work/track_00045,13,07-35-31,8,True,2,1780327944.0
work,work/track_00048321321,17,07-34-22,6,True,4,1779731390.0
work,work/track_000513,631,00-32-43,12,True,59,1780330390.0
work,work/track_000535,103,00-49-31,12,True,10,1779731392.0
work,work/track_000542,466,00-36-56,12,True,40,1779731392.0
work,work/track_00055,36,07-34-53,22,True,3,1779731392.0
work,work/track_000552,249,00-28-02,12,True,25,1780331146.0
work,work/track_000563,25,00-08-56,12,True,3,1779731392.0
work,work/track_000586,339,00-37-06,12,True,31,1780332078.0
work,work/track_000644,73,00-48-21,12,True,7,1779731394.0
work,work/track_00065,244,10-34-59,28,True,14,1779731394.0
work,work/track_000705,90,00-30-02,12,True,8,1780331808.0
work,work/track_000709,24,00-54-22,12,True,3,1779731394.0
work,work/track_00077,60,10-36-07,24,True,3,1779731394.0
work,work/track_000788,21,00-49-16,12,True,3,1779731394.0
work,work/track_00079,281,11-30-04,30,True,12,1779731394.0
work,work/track_000914,32,00-58-07,12,True,4,1779731394.0
work,work/track_000932,16,00-59-19,10,True,2,1779731394.0
work,work/track_000970,20,00-34-49,12,True,3,1779731394.0
work,work/track_001058,427,00-51-49,12,True,38,1779731396.0
work,work/track_001089,2015,00-16-22,12,True,170,1779731398.0
work,work/track_001092,15,00-54-21,9,True,2,1779731398.0
work,work/track_001093,8,00-38-20,7,True,2,1779731398.0
work,work/track_001177,46,00-58-53,12,True,5,1779731398.0
work,work/track_001260,1149,00-46-33,12,True,105,1780327730.0
work,work/track_001303,11,00-48-18,5,True,3,1780249852.0
work,work/track_001403,85,00-49-07,12,True,9,1779731400.0
work,work/track_001424,258,00-54-43,12,True,24,1780249724.0
work,work/track_001456,51,00-50-24,12,True,6,1779731400.0
work,work/track_001460,66,00-50-30,12,True,6,1779731400.0
work,work/track_001519,49,00-52-51,12,True,5,1779731402.0
work,work/track_002895,77,00-33-45,12,True,8,1779731402.0
work,work/track_003106,38,00-54-11,12,True,5,1779731402.0
work,work/track_003121,182,00-54-25,12,True,17,1779731402.0
work,work/track_003288,332,00-34-03,12,True,30,1779731402.0
work,work/track_work(1),13,00-38-09,11,True,2,1780248424.0
work,work/work_tr_213124254124,64,01-34-07,30,True,3,1779731402.0
work,work/wr_2132141241,36,07-34-57,21,True,3,1779731404.0
work,work/wr_3124214512,41,11-31-08,14,True,4,1779731404.0
work,work/wr_tr_21321412,29,05-35-11,17,True,2,1780249976.0
