label,folder_rel,file_name,rel_path,width,height,mode,aspect_ratio,area
inaction,inaction/(11),0_im1.jpg,inaction/(11)/0_im1.jpg,63,161,RGB,0.391304347826087,10143
inaction,inaction/(11),0_im2.jpg,inaction/(11)/0_im2.jpg,65,162,RGB,0.4012345679012346,10530
inaction,inaction/(11),0_im3.jpg,inaction/(11)/0_im3.jpg,64,157,RGB,0.40764331210191085,10048
inaction,inaction/(11),0_im4.jpg,inaction/(11)/0_im4.jpg,65,156,RGB,0.4166666666666667,10140
inaction,inaction/(11),0_im5.jpg,inaction/(11)/0_im5.jpg,69,155,RGB,0.44516129032258067,10695
inaction,inaction/(11),0_im6.jpg,inaction/(11)/0_im6.jpg,73,154,RGB,0.474025974025974,11242
inaction,inaction/(11),0_im7.jpg,inaction/(11)/0_im7.jpg,68,153,RGB,0.4444444444444444,10404
inaction,inaction/(11),0_im8.jpg,inaction/(11)/0_im8.jpg,68,153,RGB,0.4444444444444444,10404
inaction,inaction/(11),1_im1.jpg,inaction/(11)/1_im1.jpg,68,153,RGB,0.4444444444444444,10404
inaction,inaction/(11),1_im2.jpg,inaction/(11)/1_im2.jpg,68,153,RGB,0.4444444444444444,10404
inaction,inaction/(11),1_im3.jpg,inaction/(11)/1_im3.jpg,69,153,RGB,0.45098039215686275,10557
inaction,inaction/(11),1_im4.jpg,inaction/(11)/1_im4.jpg,68,153,RGB,0.4444444444444444,10404
inaction,inaction/(11),1_im5.jpg,inaction/(11)/1_im5.jpg,67,156,RGB,0.42948717948717946,10452
inaction,inaction/(11),1_im6.jpg,inaction/(11)/1_im6.jpg,66,158,RGB,0.4177215189873418,10428
inaction,inaction/(11),1_im7.jpg,inaction/(11)/1_im7.jpg,68,157,RGB,0.43312101910828027,10676
inaction,inaction/(11),1_im8.jpg,inaction/(11)/1_im8.jpg,65,155,RGB,0.41935483870967744,10075
inaction,inaction/(12),0_im1.jpg,inaction/(12)/0_im1.jpg,153,423,RGB,0.3617021276595745,64719
inaction,inaction/(12),0_im2.jpg,inaction/(12)/0_im2.jpg,151,421,RGB,0.3586698337292161,63571
inaction,inaction/(12),0_im3.jpg,inaction/(12)/0_im3.jpg,151,419,RGB,0.360381861575179,63269
inaction,inaction/(12),0_im4.jpg,inaction/(12)/0_im4.jpg,151,420,RGB,0.3595238095238095,63420
inaction,inaction/(12),0_im5.jpg,inaction/(12)/0_im5.jpg,151,420,RGB,0.3595238095238095,63420
inaction,inaction/(12),0_im6.jpg,inaction/(12)/0_im6.jpg,151,419,RGB,0.360381861575179,63269
inaction,inaction/(12),0_im7.jpg,inaction/(12)/0_im7.jpg,151,422,RGB,0.3578199052132701,63722
inaction,inaction/(12),0_im8.jpg,inaction/(12)/0_im8.jpg,152,422,RGB,0.36018957345971564,64144
inaction,inaction/(12),1_im1.jpg,inaction/(12)/1_im1.jpg,148,361,RGB,0.4099722991689751,53428
inaction,inaction/(12),1_im2.jpg,inaction/(12)/1_im2.jpg,151,387,RGB,0.39018087855297157,58437
inaction,inaction/(12),1_im3.jpg,inaction/(12)/1_im3.jpg,162,391,RGB,0.4143222506393862,63342
inaction,inaction/(12),1_im4.jpg,inaction/(12)/1_im4.jpg,168,387,RGB,0.43410852713178294,65016
inaction,inaction/(12),1_im5.jpg,inaction/(12)/1_im5.jpg,169,382,RGB,0.4424083769633508,64558
inaction,inaction/(12),1_im6.jpg,inaction/(12)/1_im6.jpg,160,268,RGB,0.5970149253731343,42880
inaction,inaction/(12),1_im7.jpg,inaction/(12)/1_im7.jpg,154,267,RGB,0.5767790262172284,41118
inaction,inaction/(12),1_im8.jpg,inaction/(12)/1_im8.jpg,148,252,RGB,0.5873015873015873,37296
inaction,inaction/(13),0_im1.jpg,inaction/(13)/0_im1.jpg,166,307,RGB,0.5407166123778502,50962
inaction,inaction/(13),0_im2.jpg,inaction/(13)/0_im2.jpg,166,296,RGB,0.5608108108108109,49136
inaction,inaction/(13),0_im3.jpg,inaction/(13)/0_im3.jpg,165,297,RGB,0.5555555555555556,49005
inaction,inaction/(13),0_im4.jpg,inaction/(13)/0_im4.jpg,164,272,RGB,0.6029411764705882,44608
inaction,inaction/(13),0_im5.jpg,inaction/(13)/0_im5.jpg,161,281,RGB,0.5729537366548043,45241
inaction,inaction/(13),0_im6.jpg,inaction/(13)/0_im6.jpg,141,267,RGB,0.5280898876404494,37647
inaction,inaction/(13),0_im7.jpg,inaction/(13)/0_im7.jpg,142,270,RGB,0.5259259259259259,38340
inaction,inaction/(13),0_im8.jpg,inaction/(13)/0_im8.jpg,144,276,RGB,0.5217391304347826,39744
inaction,inaction/(13),1_im1.jpg,inaction/(13)/1_im1.jpg,157,287,RGB,0.5470383275261324,45059
inaction,inaction/(13),1_im2.jpg,inaction/(13)/1_im2.jpg,158,303,RGB,0.5214521452145214,47874
inaction,inaction/(13),1_im3.jpg,inaction/(13)/1_im3.jpg,157,307,RGB,0.511400651465798,48199
inaction,inaction/(13),1_im4.jpg,inaction/(13)/1_im4.jpg,156,309,RGB,0.5048543689320388,48204
inaction,inaction/(13),1_im5.jpg,inaction/(13)/1_im5.jpg,157,305,RGB,0.5147540983606558,47885
inaction,inaction/(13),1_im6.jpg,inaction/(13)/1_im6.jpg,158,308,RGB,0.512987012987013,48664
inaction,inaction/(13),1_im7.jpg,inaction/(13)/1_im7.jpg,159,310,RGB,0.5129032258064516,49290
inaction,inaction/(13),1_im8.jpg,inaction/(13)/1_im8.jpg,157,311,RGB,0.5048231511254019,48827
inaction,inaction/(14),im000110_00-37-16.jpg,inaction/(14)/im000110_00-37-16.jpg,133,310,RGB,0.4290322580645161,41230
inaction,inaction/(14),im000111_00-37-16.jpg,inaction/(14)/im000111_00-37-16.jpg,126,311,RGB,0.40514469453376206,39186
inaction,inaction/(14),im000112_00-37-16.jpg,inaction/(14)/im000112_00-37-16.jpg,123,311,RGB,0.3954983922829582,38253
inaction,inaction/(14),im000113_00-37-16.jpg,inaction/(14)/im000113_00-37-16.jpg,121,309,RGB,0.39158576051779936,37389
inaction,inaction/(14),im000114_00-37-16.jpg,inaction/(14)/im000114_00-37-16.jpg,121,310,RGB,0.3903225806451613,37510
inaction,inaction/(14),im000115_00-37-16.jpg,inaction/(14)/im000115_00-37-16.jpg,131,307,RGB,0.42671009771986973,40217
inaction,inaction/(14),im000116_00-37-16.jpg,inaction/(14)/im000116_00-37-16.jpg,131,306,RGB,0.42810457516339867,40086
inaction,inaction/(14),im000117_00-37-16.jpg,inaction/(14)/im000117_00-37-16.jpg,129,304,RGB,0.4243421052631579,39216
inaction,inaction/(14),im000118_00-37-16.jpg,inaction/(14)/im000118_00-37-16.jpg,132,306,RGB,0.43137254901960786,40392
inaction,inaction/(14),im000119_00-37-16.jpg,inaction/(14)/im000119_00-37-16.jpg,132,306,RGB,0.43137254901960786,40392
inaction,inaction/(14),im000120_00-37-16.jpg,inaction/(14)/im000120_00-37-16.jpg,131,305,RGB,0.42950819672131146,39955
inaction,inaction/(14),im000121_00-37-17.jpg,inaction/(14)/im000121_00-37-17.jpg,126,303,RGB,0.4158415841584158,38178
inaction,inaction/(14),im000122_00-37-17.jpg,inaction/(14)/im000122_00-37-17.jpg,137,304,RGB,0.4506578947368421,41648
inaction,inaction/(14),im000123_00-37-17.jpg,inaction/(14)/im000123_00-37-17.jpg,137,304,RGB,0.4506578947368421,41648
inaction,inaction/(14),im000124_00-37-17.jpg,inaction/(14)/im000124_00-37-17.jpg,137,304,RGB,0.4506578947368421,41648
inaction,inaction/(14),im000125_00-37-17.jpg,inaction/(14)/im000125_00-37-17.jpg,137,304,RGB,0.4506578947368421,41648
inaction,inaction/(14),im000126_00-37-17.jpg,inaction/(14)/im000126_00-37-17.jpg,138,302,RGB,0.45695364238410596,41676
inaction,inaction/(14),im000127_00-37-17.jpg,inaction/(14)/im000127_00-37-17.jpg,137,301,RGB,0.45514950166112955,41237
inaction,inaction/(14),im000128_00-37-17.jpg,inaction/(14)/im000128_00-37-17.jpg,137,303,RGB,0.4521452145214521,41511
inaction,inaction/(14),im000129_00-37-17.jpg,inaction/(14)/im000129_00-37-17.jpg,140,302,RGB,0.46357615894039733,42280
inaction,inaction/(14),im000130_00-37-17.jpg,inaction/(14)/im000130_00-37-17.jpg,140,303,RGB,0.46204620462046203,42420
inaction,inaction/(14),im000131_00-37-17.jpg,inaction/(14)/im000131_00-37-17.jpg,139,303,RGB,0.45874587458745875,42117
inaction,inaction/(14),im000132_00-37-17.jpg,inaction/(14)/im000132_00-37-17.jpg,139,304,RGB,0.45723684210526316,42256
inaction,inaction/(14),im000133_00-37-18.jpg,inaction/(14)/im000133_00-37-18.jpg,140,302,RGB,0.46357615894039733,42280
inaction,inaction/(14),im000134_00-37-18.jpg,inaction/(14)/im000134_00-37-18.jpg,139,302,RGB,0.4602649006622517,41978
inaction,inaction/(14),im000135_00-37-18.jpg,inaction/(14)/im000135_00-37-18.jpg,138,302,RGB,0.45695364238410596,41676
inaction,inaction/(14),im000136_00-37-18.jpg,inaction/(14)/im000136_00-37-18.jpg,139,301,RGB,0.46179401993355484,41839
inaction,inaction/(14),im000137_00-37-18.jpg,inaction/(14)/im000137_00-37-18.jpg,137,303,RGB,0.4521452145214521,41511
inaction,inaction/(14),im000138_00-37-18.jpg,inaction/(14)/im000138_00-37-18.jpg,137,303,RGB,0.4521452145214521,41511
inaction,inaction/(14),im000139_00-37-18.jpg,inaction/(14)/im000139_00-37-18.jpg,137,303,RGB,0.4521452145214521,41511
inaction,inaction/(14),im000140_00-37-18.jpg,inaction/(14)/im000140_00-37-18.jpg,137,304,RGB,0.4506578947368421,41648
inaction,inaction/(14),im000141_00-37-18.jpg,inaction/(14)/im000141_00-37-18.jpg,138,300,RGB,0.46,41400
inaction,inaction/(14),im000142_00-37-18.jpg,inaction/(14)/im000142_00-37-18.jpg,138,301,RGB,0.4584717607973422,41538
inaction,inaction/(14),im000143_00-37-18.jpg,inaction/(14)/im000143_00-37-18.jpg,137,301,RGB,0.45514950166112955,41237
inaction,inaction/(14),im000144_00-37-18.jpg,inaction/(14)/im000144_00-37-18.jpg,136,305,RGB,0.4459016393442623,41480
inaction,inaction/(14),im000145_00-37-19.jpg,inaction/(14)/im000145_00-37-19.jpg,131,307,RGB,0.42671009771986973,40217
inaction,inaction/(14),im000146_00-37-19.jpg,inaction/(14)/im000146_00-37-19.jpg,126,312,RGB,0.40384615384615385,39312
inaction,inaction/(14),im000147_00-37-19.jpg,inaction/(14)/im000147_00-37-19.jpg,120,311,RGB,0.3858520900321543,37320
inaction,inaction/(14),im000148_00-37-19.jpg,inaction/(14)/im000148_00-37-19.jpg,120,311,RGB,0.3858520900321543,37320
inaction,inaction/(14),im000149_00-37-19.jpg,inaction/(14)/im000149_00-37-19.jpg,118,312,RGB,0.3782051282051282,36816
inaction,inaction/(14),im000150_00-37-19.jpg,inaction/(14)/im000150_00-37-19.jpg,117,312,RGB,0.375,36504
inaction,inaction/(14),im000151_00-37-19.jpg,inaction/(14)/im000151_00-37-19.jpg,115,313,RGB,0.36741214057507987,35995
inaction,inaction/(14),im000152_00-37-19.jpg,inaction/(14)/im000152_00-37-19.jpg,113,314,RGB,0.35987261146496813,35482
inaction,inaction/(14),im000153_00-37-19.jpg,inaction/(14)/im000153_00-37-19.jpg,115,313,RGB,0.36741214057507987,35995
inaction,inaction/(14),im000154_00-37-19.jpg,inaction/(14)/im000154_00-37-19.jpg,116,312,RGB,0.3717948717948718,36192
inaction,inaction/(14),im000155_00-37-19.jpg,inaction/(14)/im000155_00-37-19.jpg,116,313,RGB,0.3706070287539936,36308
inaction,inaction/(14),im000156_00-37-19.jpg,inaction/(14)/im000156_00-37-19.jpg,116,314,RGB,0.36942675159235666,36424
inaction,inaction/(14),im000157_00-37-20.jpg,inaction/(14)/im000157_00-37-20.jpg,114,312,RGB,0.36538461538461536,35568
inaction,inaction/(14),im000158_00-37-20.jpg,inaction/(14)/im000158_00-37-20.jpg,113,312,RGB,0.36217948717948717,35256
inaction,inaction/(14),im000159_00-37-20.jpg,inaction/(14)/im000159_00-37-20.jpg,113,312,RGB,0.36217948717948717,35256
inaction,inaction/(14),im000160_00-37-20.jpg,inaction/(14)/im000160_00-37-20.jpg,115,311,RGB,0.36977491961414793,35765
inaction,inaction/(14),im000161_00-37-20.jpg,inaction/(14)/im000161_00-37-20.jpg,119,313,RGB,0.3801916932907348,37247
inaction,inaction/(14),im000162_00-37-20.jpg,inaction/(14)/im000162_00-37-20.jpg,119,313,RGB,0.3801916932907348,37247
inaction,inaction/(14),im000163_00-37-20.jpg,inaction/(14)/im000163_00-37-20.jpg,119,313,RGB,0.3801916932907348,37247
inaction,inaction/(14),im000164_00-37-20.jpg,inaction/(14)/im000164_00-37-20.jpg,118,313,RGB,0.3769968051118211,36934
inaction,inaction/(14),im000165_00-37-20.jpg,inaction/(14)/im000165_00-37-20.jpg,117,311,RGB,0.3762057877813505,36387
inaction,inaction/(14),im000166_00-37-20.jpg,inaction/(14)/im000166_00-37-20.jpg,117,312,RGB,0.375,36504
inaction,inaction/(14),im000167_00-37-20.jpg,inaction/(14)/im000167_00-37-20.jpg,116,312,RGB,0.3717948717948718,36192
inaction,inaction/(14),im000168_00-37-20.jpg,inaction/(14)/im000168_00-37-20.jpg,116,313,RGB,0.3706070287539936,36308
inaction,inaction/(14),im000169_00-37-21.jpg,inaction/(14)/im000169_00-37-21.jpg,117,312,RGB,0.375,36504
inaction,inaction/(14),im000170_00-37-21.jpg,inaction/(14)/im000170_00-37-21.jpg,117,312,RGB,0.375,36504
inaction,inaction/(14),im000171_00-37-21.jpg,inaction/(14)/im000171_00-37-21.jpg,120,311,RGB,0.3858520900321543,37320
inaction,inaction/(14),im000172_00-37-21.jpg,inaction/(14)/im000172_00-37-21.jpg,122,309,RGB,0.3948220064724919,37698
inaction,inaction/(14),im000173_00-37-21.jpg,inaction/(14)/im000173_00-37-21.jpg,125,307,RGB,0.40716612377850164,38375
inaction,inaction/(14),im000174_00-37-21.jpg,inaction/(14)/im000174_00-37-21.jpg,126,304,RGB,0.4144736842105263,38304
inaction,inaction/(14),im000175_00-37-21.jpg,inaction/(14)/im000175_00-37-21.jpg,123,304,RGB,0.40460526315789475,37392
inaction,inaction/(14),im000176_00-37-21.jpg,inaction/(14)/im000176_00-37-21.jpg,129,304,RGB,0.4243421052631579,39216
inaction,inaction/(14),im000177_00-37-21.jpg,inaction/(14)/im000177_00-37-21.jpg,126,301,RGB,0.4186046511627907,37926
inaction,inaction/(14),im000178_00-37-21.jpg,inaction/(14)/im000178_00-37-21.jpg,133,303,RGB,0.4389438943894389,40299
inaction,inaction/(14),im000179_00-37-21.jpg,inaction/(14)/im000179_00-37-21.jpg,130,304,RGB,0.4276315789473684,39520
inaction,inaction/(14),im000180_00-37-21.jpg,inaction/(14)/im000180_00-37-21.jpg,130,303,RGB,0.429042904290429,39390
inaction,inaction/(14),im000181_00-37-22.jpg,inaction/(14)/im000181_00-37-22.jpg,135,303,RGB,0.44554455445544555,40905
inaction,inaction/(14),im000182_00-37-22.jpg,inaction/(14)/im000182_00-37-22.jpg,136,303,RGB,0.44884488448844884,41208
inaction,inaction/(14),im000183_00-37-22.jpg,inaction/(14)/im000183_00-37-22.jpg,136,303,RGB,0.44884488448844884,41208
inaction,inaction/(14),im000184_00-37-22.jpg,inaction/(14)/im000184_00-37-22.jpg,135,304,RGB,0.4440789473684211,41040
inaction,inaction/(14),im000185_00-37-22.jpg,inaction/(14)/im000185_00-37-22.jpg,130,303,RGB,0.429042904290429,39390
inaction,inaction/(14),im000186_00-37-22.jpg,inaction/(14)/im000186_00-37-22.jpg,130,302,RGB,0.4304635761589404,39260
inaction,inaction/(14),im000187_00-37-22.jpg,inaction/(14)/im000187_00-37-22.jpg,130,305,RGB,0.4262295081967213,39650
inaction,inaction/(14),im000188_00-37-22.jpg,inaction/(14)/im000188_00-37-22.jpg,131,304,RGB,0.4309210526315789,39824
inaction,inaction/(14),im000189_00-37-22.jpg,inaction/(14)/im000189_00-37-22.jpg,131,302,RGB,0.4337748344370861,39562
inaction,inaction/(14),im000190_00-37-22.jpg,inaction/(14)/im000190_00-37-22.jpg,132,303,RGB,0.43564356435643564,39996
inaction,inaction/(14),im000191_00-37-22.jpg,inaction/(14)/im000191_00-37-22.jpg,132,303,RGB,0.43564356435643564,39996
inaction,inaction/(14),im000192_00-37-22.jpg,inaction/(14)/im000192_00-37-22.jpg,132,303,RGB,0.43564356435643564,39996
inaction,inaction/(14),im000193_00-37-23.jpg,inaction/(14)/im000193_00-37-23.jpg,128,302,RGB,0.423841059602649,38656
inaction,inaction/(14),im000194_00-37-23.jpg,inaction/(14)/im000194_00-37-23.jpg,128,304,RGB,0.42105263157894735,38912
inaction,inaction/(14),im000195_00-37-23.jpg,inaction/(14)/im000195_00-37-23.jpg,131,307,RGB,0.42671009771986973,40217
inaction,inaction/(14),im000196_00-37-23.jpg,inaction/(14)/im000196_00-37-23.jpg,131,307,RGB,0.42671009771986973,40217
inaction,inaction/(14),im000197_00-37-23.jpg,inaction/(14)/im000197_00-37-23.jpg,128,306,RGB,0.41830065359477125,39168
inaction,inaction/(14),im000198_00-37-23.jpg,inaction/(14)/im000198_00-37-23.jpg,128,305,RGB,0.419672131147541,39040
inaction,inaction/(14),im000199_00-37-23.jpg,inaction/(14)/im000199_00-37-23.jpg,128,305,RGB,0.419672131147541,39040
inaction,inaction/(14),im000200_00-37-23.jpg,inaction/(14)/im000200_00-37-23.jpg,128,304,RGB,0.42105263157894735,38912
inaction,inaction/(14),im000201_00-37-23.jpg,inaction/(14)/im000201_00-37-23.jpg,131,304,RGB,0.4309210526315789,39824
inaction,inaction/(14),im000202_00-37-23.jpg,inaction/(14)/im000202_00-37-23.jpg,131,305,RGB,0.42950819672131146,39955
inaction,inaction/(14),im000203_00-37-23.jpg,inaction/(14)/im000203_00-37-23.jpg,131,305,RGB,0.42950819672131146,39955
inaction,inaction/(14),im000204_00-37-23.jpg,inaction/(14)/im000204_00-37-23.jpg,132,305,RGB,0.43278688524590164,40260
inaction,inaction/(14),im000205_00-37-24.jpg,inaction/(14)/im000205_00-37-24.jpg,129,305,RGB,0.42295081967213116,39345
inaction,inaction/(14),im000206_00-37-24.jpg,inaction/(14)/im000206_00-37-24.jpg,129,305,RGB,0.42295081967213116,39345
inaction,inaction/(14),im000207_00-37-24.jpg,inaction/(14)/im000207_00-37-24.jpg,129,305,RGB,0.42295081967213116,39345
inaction,inaction/(2),im000024_00-54-44.jpg,inaction/(2)/im000024_00-54-44.jpg,280,495,RGB,0.5656565656565656,138600
inaction,inaction/(2),im000025_00-54-44.jpg,inaction/(2)/im000025_00-54-44.jpg,277,499,RGB,0.5551102204408818,138223
inaction,inaction/(2),im000026_00-54-44.jpg,inaction/(2)/im000026_00-54-44.jpg,278,489,RGB,0.5685071574642127,135942
inaction,inaction/(2),im000027_00-54-44.jpg,inaction/(2)/im000027_00-54-44.jpg,338,489,RGB,0.6912065439672802,165282
inaction,inaction/(2),im000032_00-54-44.jpg,inaction/(2)/im000032_00-54-44.jpg,327,494,RGB,0.6619433198380567,161538
inaction,inaction/(2),im000033_00-54-45.jpg,inaction/(2)/im000033_00-54-45.jpg,270,487,RGB,0.5544147843942505,131490
inaction,inaction/(2),im000034_00-54-45.jpg,inaction/(2)/im000034_00-54-45.jpg,247,475,RGB,0.52,117325
inaction,inaction/(2),im000035_00-54-45.jpg,inaction/(2)/im000035_00-54-45.jpg,248,469,RGB,0.5287846481876333,116312
inaction,inaction/(2),im000036_00-54-45.jpg,inaction/(2)/im000036_00-54-45.jpg,254,465,RGB,0.546236559139785,118110
inaction,inaction/(2),im000037_00-54-45.jpg,inaction/(2)/im000037_00-54-45.jpg,256,457,RGB,0.5601750547045952,116992
inaction,inaction/(2),im000038_00-54-45.jpg,inaction/(2)/im000038_00-54-45.jpg,253,457,RGB,0.5536105032822757,115621
inaction,inaction/(2),im000039_00-54-45.jpg,inaction/(2)/im000039_00-54-45.jpg,257,455,RGB,0.5648351648351648,116935
inaction,inaction/(2),im000040_00-54-45.jpg,inaction/(2)/im000040_00-54-45.jpg,254,456,RGB,0.5570175438596491,115824
inaction,inaction/(2),im000041_00-54-45.jpg,inaction/(2)/im000041_00-54-45.jpg,252,455,RGB,0.5538461538461539,114660
inaction,inaction/(2),im000042_00-54-45.jpg,inaction/(2)/im000042_00-54-45.jpg,254,454,RGB,0.5594713656387665,115316
inaction,inaction/(2),im000043_00-54-45.jpg,inaction/(2)/im000043_00-54-45.jpg,278,458,RGB,0.6069868995633187,127324
inaction,inaction/(2),im000126_00-54-52.jpg,inaction/(2)/im000126_00-54-52.jpg,290,433,RGB,0.6697459584295612,125570
inaction,inaction/(2),im000127_00-54-52.jpg,inaction/(2)/im000127_00-54-52.jpg,262,448,RGB,0.5848214285714286,117376
inaction,inaction/(2),im000128_00-54-52.jpg,inaction/(2)/im000128_00-54-52.jpg,304,460,RGB,0.6608695652173913,139840
inaction,inaction/(2),im000129_00-54-53.jpg,inaction/(2)/im000129_00-54-53.jpg,238,448,RGB,0.53125,106624
inaction,inaction/(2),im000130_00-54-53.jpg,inaction/(2)/im000130_00-54-53.jpg,239,447,RGB,0.5346756152125279,106833
inaction,inaction/(2),im000131_00-54-53.jpg,inaction/(2)/im000131_00-54-53.jpg,249,444,RGB,0.5608108108108109,110556
inaction,inaction/(2),im000132_00-54-53.jpg,inaction/(2)/im000132_00-54-53.jpg,249,441,RGB,0.564625850340136,109809
inaction,inaction/(2),im000133_00-54-53.jpg,inaction/(2)/im000133_00-54-53.jpg,279,438,RGB,0.636986301369863,122202
inaction,inaction/(2),im000134_00-54-53.jpg,inaction/(2)/im000134_00-54-53.jpg,269,435,RGB,0.6183908045977011,117015
inaction,inaction/(2),im000135_00-54-53.jpg,inaction/(2)/im000135_00-54-53.jpg,237,430,RGB,0.5511627906976744,101910
inaction,inaction/(2),im000136_00-54-53.jpg,inaction/(2)/im000136_00-54-53.jpg,237,430,RGB,0.5511627906976744,101910
inaction,inaction/(2),im000137_00-54-53.jpg,inaction/(2)/im000137_00-54-53.jpg,304,434,RGB,0.7004608294930875,131936
